instance_id,1_outcome,1_patterns,1_step,1_cost,2_outcome,2_patterns,2_step,2_cost,3_outcome,3_patterns,3_step,3_cost
pydata__xarray-6938,unresolved,dwell_L_navigate,16,0.028491,unresolved,dwell_L_navigate,16,0.028491,unresolved,repeated_view,47,0.132697
pydata__xarray-6992,unresolved,"oscillation_self_loop,repeated_view",16,0.007128,unresolved,"oscillation_self_loop,repeated_view",16,0.007128,unresolved,,14,0.011533
pydata__xarray-7229,unresolved,,10,0.011048,unresolved,,10,0.011048,unresolved,oscillation_self_loop,19,0.037633
pydata__xarray-7233,resolved,,13,0.018865,unresolved,,13,0.018865,resolved,oscillation_self_loop,12,0.015732
pydata__xarray-7393,resolved,dwell_L_navigate,25,0.032106,resolved,dwell_L_navigate,25,0.032106,unresolved,"dwell_L_navigate,oscillation_self_loop,repeated_view",39,0.156166
pylint-dev__pylint-4551,unresolved,plan_compliance,16,0.019902,unresolved,plan_compliance,16,0.019902,unresolved,,17,0.026838
pylint-dev__pylint-4604,unresolved,"dwell_L_navigate,repeated_view",38,0.086427,unresolved,"dwell_L_navigate,repeated_view",38,0.086427,unresolved,dwell_L_navigate,14,0.023168
pylint-dev__pylint-4661,unresolved,"dwell_L_navigate,plan_compliance",21,0.033560,unresolved,"dwell_L_navigate,plan_compliance",21,0.033560,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance",15,0.018502
pylint-dev__pylint-4970,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance,repeated_view",14,0.019018,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance,repeated_view",14,0.019018,unresolved,"oscillation_self_loop,plan_compliance",13,0.015434
pylint-dev__pylint-6386,unresolved,"dwell_L_navigate,oscillation_self_loop",24,0.058943,unresolved,"dwell_L_navigate,oscillation_self_loop",24,0.058943,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance,repeated_view",31,0.074771
pylint-dev__pylint-6528,unresolved,dwell_L_navigate,19,0.026576,unresolved,dwell_L_navigate,19,0.026576,unresolved,"oscillation_self_loop,plan_compliance",14,0.011766
pylint-dev__pylint-6903,resolved,dwell_L_reproduce,22,0.023031,resolved,dwell_L_reproduce,22,0.023031,resolved,"oscillation_self_loop,plan_compliance",6,0.004802
pylint-dev__pylint-7080,unresolved,oscillation_self_loop,8,0.016888,unresolved,oscillation_self_loop,8,0.016888,unresolved,"oscillation_self_loop,plan_compliance",9,0.021888
pylint-dev__pylint-7277,unresolved,,17,0.061145,unresolved,,17,0.061145,unresolved,plan_compliance,11,0.009530
pylint-dev__pylint-8898,unresolved,,12,0.019635,unresolved,,12,0.019635,unresolved,,14,0.022780
pytest-dev__pytest-10051,unresolved,,16,0.016711,unresolved,,16,0.016711,unresolved,"oscillation_self_loop,plan_compliance,repeated_view",15,0.018534
pytest-dev__pytest-10081,unresolved,plan_compliance,12,0.015479,unresolved,plan_compliance,12,0.015479,unresolved,oscillation_self_loop,15,0.018610
pytest-dev__pytest-10356,unresolved,"oscillation_self_loop,plan_compliance",11,0.011622,unresolved,"oscillation_self_loop,plan_compliance",11,0.011622,unresolved,dwell_V,33,0.061297
pytest-dev__pytest-5262,resolved,plan_compliance,10,0.011145,resolved,plan_compliance,10,0.011145,resolved,"oscillation_self_loop,plan_compliance",6,0.006366
pytest-dev__pytest-5631,resolved,"oscillation_self_loop,plan_compliance",9,0.006577,unresolved,"oscillation_self_loop,plan_compliance",9,0.006577,unresolved,,20,0.021100
pytest-dev__pytest-5787,unresolved,oscillation_self_loop,10,0.012074,unresolved,oscillation_self_loop,10,0.012074,unresolved,"oscillation_self_loop,plan_compliance",10,0.014958
pytest-dev__pytest-5809,unresolved,,14,0.022205,resolved,,14,0.022205,resolved,,8,0.027479
pytest-dev__pytest-5840,unresolved,plan_compliance,18,0.024204,unresolved,plan_compliance,18,0.024204,unresolved,dwell_V,13,0.016886
pytest-dev__pytest-6197,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance",43,0.099362,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance",43,0.099362,unresolved,"dwell_L_navigate,repeated_view",30,0.065082
pytest-dev__pytest-6202,resolved,,9,0.008631,resolved,,9,0.008631,resolved,"oscillation_self_loop,plan_compliance",8,0.006786
pytest-dev__pytest-7205,unresolved,,11,0.028760,resolved,,11,0.028760,resolved,"oscillation_self_loop,plan_compliance",12,0.009112
pytest-dev__pytest-7236,unresolved,plan_compliance,12,0.016030,unresolved,plan_compliance,12,0.016030,unresolved,,11,0.011700
pytest-dev__pytest-7324,unresolved,,13,0.016903,unresolved,,13,0.016903,unresolved,oscillation_self_loop,20,0.020750
pytest-dev__pytest-7432,unresolved,"oscillation_self_loop,plan_compliance",6,0.005080,resolved,"oscillation_self_loop,plan_compliance",6,0.005080,resolved,"oscillation_self_loop,plan_compliance",5,0.003898
pytest-dev__pytest-7490,unresolved,repeated_view,35,0.105521,unresolved,repeated_view,35,0.105521,unresolved,plan_compliance,20,0.045889
pytest-dev__pytest-7521,resolved,"oscillation_self_loop,repeated_view",42,0.076606,resolved,"oscillation_self_loop,repeated_view",42,0.076606,unresolved,"oscillation_self_loop,plan_compliance",19,0.025426
pytest-dev__pytest-7571,resolved,"oscillation_self_loop,plan_compliance",14,0.015264,resolved,"oscillation_self_loop,plan_compliance",14,0.015264,resolved,,25,0.040443
pytest-dev__pytest-7982,resolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance,repeated_view",16,0.028859,resolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance,repeated_view",16,0.028859,resolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance,repeated_view",15,0.025174
pytest-dev__pytest-8399,resolved,"oscillation_self_loop,plan_compliance",6,0.005286,resolved,"oscillation_self_loop,plan_compliance",6,0.005286,resolved,,15,0.018321
scikit-learn__scikit-learn-10297,resolved,,14,0.026464,resolved,,14,0.026464,resolved,"dwell_L_navigate,plan_compliance",16,0.032523
scikit-learn__scikit-learn-10844,resolved,,11,0.007489,resolved,,11,0.007489,resolved,"oscillation_self_loop,plan_compliance",8,0.005840
scikit-learn__scikit-learn-10908,unresolved,"oscillation_self_loop,repeated_view",17,0.020191,unresolved,"oscillation_self_loop,repeated_view",17,0.020191,unresolved,repeated_view,17,0.023149
scikit-learn__scikit-learn-11310,resolved,oscillation_self_loop,9,0.009932,resolved,oscillation_self_loop,9,0.009932,resolved,oscillation_self_loop,8,0.009324
scikit-learn__scikit-learn-11578,resolved,,11,0.017563,resolved,,11,0.017563,resolved,"oscillation_self_loop,plan_compliance",11,0.016434
scikit-learn__scikit-learn-12585,resolved,,10,0.005514,resolved,,10,0.005514,resolved,,10,0.006116
scikit-learn__scikit-learn-12682,unresolved,"oscillation_self_loop,plan_compliance",17,0.026299,unresolved,"oscillation_self_loop,plan_compliance",17,0.026299,unresolved,"oscillation_self_loop,plan_compliance",14,0.017784
scikit-learn__scikit-learn-12973,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance,repeated_view",16,0.024046,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance,repeated_view",16,0.024046,unresolved,"oscillation_self_loop,plan_compliance,repeated_view",11,0.012339
scikit-learn__scikit-learn-13124,unresolved,,24,0.062927,unresolved,,24,0.062927,unresolved,,13,0.025683
scikit-learn__scikit-learn-13135,unresolved,oscillation_self_loop,9,0.010116,resolved,oscillation_self_loop,9,0.010116,resolved,,11,0.011989
scikit-learn__scikit-learn-13142,resolved,"dwell_L_navigate,plan_compliance",20,0.035110,unresolved,"dwell_L_navigate,plan_compliance",20,0.035110,resolved,dwell_L_navigate,20,0.033244
scikit-learn__scikit-learn-13328,resolved,,11,0.012985,resolved,,11,0.012985,resolved,,10,0.011139
scikit-learn__scikit-learn-13439,resolved,"oscillation_self_loop,plan_compliance",7,0.007387,resolved,"oscillation_self_loop,plan_compliance",7,0.007387,resolved,,11,0.012754
scikit-learn__scikit-learn-13496,unresolved,"oscillation_self_loop,plan_compliance",8,0.005057,unresolved,"oscillation_self_loop,plan_compliance",8,0.005057,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance",19,0.036293
scikit-learn__scikit-learn-13779,resolved,,13,0.015495,resolved,,13,0.015495,resolved,plan_compliance,16,0.020203
scikit-learn__scikit-learn-14053,resolved,,14,0.014779,resolved,,14,0.014779,resolved,,12,0.009293
scikit-learn__scikit-learn-14087,resolved,oscillation_self_loop,24,0.039128,unresolved,oscillation_self_loop,24,0.039128,resolved,,20,0.035526
scikit-learn__scikit-learn-14141,resolved,,12,0.011130,resolved,,12,0.011130,resolved,"oscillation_self_loop,plan_compliance",9,0.008819
scikit-learn__scikit-learn-14496,resolved,,17,0.016797,resolved,,17,0.016797,resolved,"oscillation_self_loop,repeated_view",14,0.016645
scikit-learn__scikit-learn-14629,unresolved,,12,0.006593,unresolved,,12,0.006593,unresolved,"plan_compliance,repeated_view",14,0.009592
scikit-learn__scikit-learn-14710,resolved,,12,0.015599,resolved,,12,0.015599,unresolved,plan_compliance,8,0.005693
scikit-learn__scikit-learn-14894,resolved,,11,0.008489,resolved,,11,0.008489,resolved,,14,0.012789
scikit-learn__scikit-learn-14983,unresolved,,17,0.035390,unresolved,,17,0.035390,unresolved,,13,0.023598
scikit-learn__scikit-learn-15100,resolved,oscillation_self_loop,14,0.017196,resolved,oscillation_self_loop,14,0.017196,resolved,oscillation_self_loop,12,0.012795
scikit-learn__scikit-learn-25102,resolved,oscillation_self_loop,16,0.029019,resolved,oscillation_self_loop,16,0.029019,unresolved,,24,0.040601
scikit-learn__scikit-learn-25232,resolved,oscillation_self_loop,19,0.027311,resolved,oscillation_self_loop,19,0.027311,resolved,oscillation_self_loop,22,0.046764
scikit-learn__scikit-learn-25747,unresolved,"dwell_L_reproduce,oscillation_self_loop,plan_compliance",57,0.141635,unresolved,"dwell_L_reproduce,oscillation_self_loop,plan_compliance",57,0.141635,unresolved,"dwell_L_reproduce,plan_compliance",22,0.024309
scikit-learn__scikit-learn-25931,unresolved,,3,0.001281,unresolved,,3,0.001281,resolved,,13,0.011786
scikit-learn__scikit-learn-25973,unresolved,plan_compliance,28,0.055811,resolved,plan_compliance,28,0.055811,resolved,,15,0.015454
scikit-learn__scikit-learn-26194,unresolved,,11,0.010484,unresolved,,11,0.010484,unresolved,,11,0.009273
scikit-learn__scikit-learn-26323,resolved,"oscillation_self_loop,plan_compliance",10,0.012963,resolved,"oscillation_self_loop,plan_compliance",10,0.012963,resolved,"oscillation_self_loop,repeated_view",23,0.041896
scikit-learn__scikit-learn-9288,resolved,,15,0.027816,resolved,,15,0.027816,unresolved,oscillation_self_loop,33,0.090720
sphinx-doc__sphinx-10323,unresolved,,20,0.025904,unresolved,,20,0.025904,unresolved,"oscillation_self_loop,plan_compliance",8,0.007758
sphinx-doc__sphinx-10435,unresolved,"oscillation_self_loop,plan_compliance",9,0.010238,unresolved,"oscillation_self_loop,plan_compliance",9,0.010238,unresolved,,22,0.043399
sphinx-doc__sphinx-10449,unresolved,"oscillation_self_loop,plan_compliance",10,0.009933,unresolved,"oscillation_self_loop,plan_compliance",10,0.009933,unresolved,oscillation_self_loop,40,0.080790
sphinx-doc__sphinx-10466,unresolved,,12,0.012784,unresolved,,12,0.012784,unresolved,"oscillation_self_loop,plan_compliance",7,0.007293
sphinx-doc__sphinx-10614,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance,repeated_view",16,0.022715,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance,repeated_view",16,0.022715,unresolved,"oscillation_self_loop,plan_compliance",8,0.007634
sphinx-doc__sphinx-10673,unresolved,"oscillation_self_loop,plan_compliance",8,0.009354,unresolved,"oscillation_self_loop,plan_compliance",8,0.009354,unresolved,"oscillation_self_loop,plan_compliance",10,0.011964
sphinx-doc__sphinx-11445,unresolved,"dwell_L_navigate,oscillation_self_loop",20,0.042827,unresolved,"dwell_L_navigate,oscillation_self_loop",20,0.042827,unresolved,"dwell_V,oscillation_self_loop",48,0.114539
sphinx-doc__sphinx-11510,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance,repeated_view",17,0.033280,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance,repeated_view",17,0.033280,unresolved,"dwell_L_navigate,oscillation_self_loop,repeated_view",53,0.252090
sphinx-doc__sphinx-7440,unresolved,plan_compliance,9,0.004624,unresolved,plan_compliance,9,0.004624,unresolved,"oscillation_self_loop,plan_compliance,repeated_view",10,0.006114
sphinx-doc__sphinx-7454,unresolved,dwell_V,53,0.254787,unresolved,dwell_V,53,0.254787,unresolved,plan_compliance,10,0.010762
sphinx-doc__sphinx-7462,unresolved,,12,0.012722,unresolved,,12,0.012722,unresolved,"oscillation_self_loop,plan_compliance",6,0.006552
sphinx-doc__sphinx-7590,unresolved,"oscillation_self_loop,plan_compliance",11,0.014459,unresolved,"oscillation_self_loop,plan_compliance",11,0.014459,unresolved,"dwell_V,plan_compliance",41,0.066989
sphinx-doc__sphinx-7748,unresolved,,19,0.028312,unresolved,,19,0.028312,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance",16,0.027854
sphinx-doc__sphinx-7757,unresolved,plan_compliance,12,0.011404,unresolved,plan_compliance,12,0.011404,unresolved,,20,0.049952
sphinx-doc__sphinx-7889,resolved,,12,0.011317,unresolved,,12,0.011317,resolved,,11,0.009518
sphinx-doc__sphinx-7910,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance,repeated_view",23,0.043621,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance,repeated_view",23,0.043621,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance",12,0.024016
sphinx-doc__sphinx-7985,unresolved,"oscillation_self_loop,plan_compliance",9,0.010564,unresolved,"oscillation_self_loop,plan_compliance",9,0.010564,unresolved,,11,0.016936
sphinx-doc__sphinx-8035,resolved,"oscillation_self_loop,repeated_view",34,0.076313,unresolved,"oscillation_self_loop,repeated_view",34,0.076313,unresolved,"oscillation_self_loop,plan_compliance",13,0.014585
sphinx-doc__sphinx-8056,unresolved,"oscillation_self_loop,plan_compliance",14,0.024286,unresolved,"oscillation_self_loop,plan_compliance",14,0.024286,resolved,"dwell_L_navigate,dwell_V,oscillation_self_loop",25,0.051754
sphinx-doc__sphinx-8120,unresolved,"plan_compliance,repeated_view",18,0.030301,unresolved,"plan_compliance,repeated_view",18,0.030301,unresolved,"oscillation_self_loop,plan_compliance",14,0.013336
sphinx-doc__sphinx-8265,unresolved,dwell_L_navigate,15,0.020227,unresolved,dwell_L_navigate,15,0.020227,unresolved,"dwell_L_navigate,plan_compliance",17,0.024226
sphinx-doc__sphinx-8269,resolved,"oscillation_self_loop,plan_compliance",7,0.007508,unresolved,"oscillation_self_loop,plan_compliance",7,0.007508,unresolved,dwell_L_reproduce,36,0.068813
sphinx-doc__sphinx-8459,unresolved,oscillation_self_loop,38,0.102344,unresolved,oscillation_self_loop,38,0.102344,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance",28,0.065950
sphinx-doc__sphinx-8475,resolved,"oscillation_self_loop,plan_compliance",10,0.011024,resolved,"oscillation_self_loop,plan_compliance",10,0.011024,resolved,"oscillation_self_loop,plan_compliance",6,0.005155
sphinx-doc__sphinx-8548,unresolved,"dwell_L_navigate,plan_compliance",20,0.035047,unresolved,"dwell_L_navigate,plan_compliance",20,0.035047,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance",17,0.020232
sphinx-doc__sphinx-8551,unresolved,"oscillation_self_loop,plan_compliance",8,0.009610,unresolved,"oscillation_self_loop,plan_compliance",8,0.009610,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance,repeated_view",14,0.024725
sphinx-doc__sphinx-8593,resolved,"oscillation_self_loop,plan_compliance",10,0.012397,unresolved,"oscillation_self_loop,plan_compliance",10,0.012397,unresolved,"oscillation_self_loop,plan_compliance",11,0.013729
sphinx-doc__sphinx-8595,resolved,"oscillation_self_loop,plan_compliance",9,0.009557,resolved,"oscillation_self_loop,plan_compliance",9,0.009557,resolved,plan_compliance,18,0.032160
sphinx-doc__sphinx-8621,unresolved,"dwell_V,plan_compliance",23,0.044920,unresolved,"dwell_V,plan_compliance",23,0.044920,unresolved,"dwell_L_navigate,plan_compliance",23,0.052836
sphinx-doc__sphinx-8638,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance",17,0.036208,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance",17,0.036208,unresolved,,3,0.001819
sphinx-doc__sphinx-8721,resolved,"oscillation_self_loop,plan_compliance",8,0.006062,resolved,"oscillation_self_loop,plan_compliance",8,0.006062,resolved,"oscillation_self_loop,plan_compliance",9,0.007098
sphinx-doc__sphinx-9229,unresolved,oscillation_self_loop,27,0.063913,unresolved,oscillation_self_loop,27,0.063913,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance",18,0.044993
sphinx-doc__sphinx-9230,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance",25,0.093723,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance",25,0.093723,unresolved,"dwell_L_navigate,repeated_view",24,0.048581
sphinx-doc__sphinx-9258,unresolved,,0,0.000000,unresolved,,0,0.000000,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance,repeated_view",12,0.016182
sphinx-doc__sphinx-9281,resolved,dwell_L_navigate,18,0.031831,resolved,dwell_L_navigate,18,0.031831,unresolved,"oscillation_self_loop,plan_compliance",11,0.013353
sphinx-doc__sphinx-9320,resolved,"oscillation_self_loop,plan_compliance",8,0.006415,resolved,"oscillation_self_loop,plan_compliance",8,0.006415,resolved,plan_compliance,13,0.011150
sphinx-doc__sphinx-9367,resolved,"oscillation_self_loop,plan_compliance",7,0.005786,resolved,"oscillation_self_loop,plan_compliance",7,0.005786,resolved,oscillation_self_loop,11,0.010265
sphinx-doc__sphinx-9461,unresolved,oscillation_self_loop,28,0.030937,unresolved,oscillation_self_loop,28,0.030937,unresolved,"dwell_L_navigate,dwell_V,oscillation_self_loop",41,0.088546
sphinx-doc__sphinx-9591,unresolved,"oscillation_self_loop,plan_compliance",20,0.023625,unresolved,"oscillation_self_loop,plan_compliance",20,0.023625,unresolved,"plan_compliance,repeated_view",24,0.039689
sphinx-doc__sphinx-9602,unresolved,dwell_L_navigate,20,0.031425,unresolved,dwell_L_navigate,20,0.031425,unresolved,"oscillation_self_loop,plan_compliance",10,0.009840
sphinx-doc__sphinx-9658,unresolved,"oscillation_self_loop,plan_compliance",8,0.007182,unresolved,"oscillation_self_loop,plan_compliance",8,0.007182,unresolved,"oscillation_self_loop,plan_compliance",10,0.009782
sphinx-doc__sphinx-9673,unresolved,"oscillation_self_loop,plan_compliance",9,0.010940,unresolved,"oscillation_self_loop,plan_compliance",9,0.010940,resolved,"dwell_V,oscillation_self_loop",18,0.020944
sphinx-doc__sphinx-9698,resolved,"oscillation_self_loop,plan_compliance",8,0.007732,resolved,"oscillation_self_loop,plan_compliance",8,0.007732,resolved,"oscillation_self_loop,plan_compliance",9,0.008790
sphinx-doc__sphinx-9711,resolved,"oscillation_self_loop,plan_compliance",9,0.008108,resolved,"oscillation_self_loop,plan_compliance",9,0.008108,resolved,dwell_V,17,0.021610
sympy__sympy-11618,resolved,oscillation_self_loop,13,0.011289,unresolved,oscillation_self_loop,13,0.011289,resolved,,14,0.013566
sympy__sympy-12096,unresolved,,0,0.000000,resolved,,0,0.000000,resolved,,10,0.010912
sympy__sympy-12419,unresolved,,38,0.099843,unresolved,,38,0.099843,unresolved,,29,0.060561
sympy__sympy-12481,unresolved,dwell_L_navigate,16,0.022798,unresolved,dwell_L_navigate,16,0.022798,resolved,"dwell_L_navigate,oscillation_self_loop,repeated_view",24,0.064124
sympy__sympy-12489,unresolved,plan_compliance,13,0.022035,unresolved,plan_compliance,13,0.022035,unresolved,"dwell_L_navigate,oscillation_self_loop,repeated_view",19,0.027588
sympy__sympy-13031,unresolved,dwell_L_navigate,15,0.024339,unresolved,dwell_L_navigate,15,0.024339,unresolved,dwell_L_navigate,17,0.021380
sympy__sympy-13091,unresolved,oscillation_self_loop,11,0.011145,unresolved,oscillation_self_loop,11,0.011145,unresolved,"oscillation_self_loop,plan_compliance",6,0.005110
sympy__sympy-13372,resolved,,16,0.015336,resolved,,16,0.015336,resolved,,11,0.008399
sympy__sympy-13480,resolved,,9,0.008899,resolved,,9,0.008899,resolved,,9,0.008787
sympy__sympy-13551,unresolved,,40,0.086270,unresolved,,40,0.086270,unresolved,,24,0.054501
sympy__sympy-13615,unresolved,"oscillation_self_loop,repeated_view",40,0.074528,unresolved,"oscillation_self_loop,repeated_view",40,0.074528,unresolved,,16,0.016356
sympy__sympy-13647,resolved,"dwell_L_navigate,oscillation_self_loop,repeated_view",19,0.045105,resolved,"dwell_L_navigate,oscillation_self_loop,repeated_view",19,0.045105,resolved,"dwell_L_navigate,oscillation_self_loop",26,0.071134
sympy__sympy-13757,unresolved,plan_compliance,10,0.013424,unresolved,plan_compliance,10,0.013424,unresolved,,34,0.073576
sympy__sympy-13798,unresolved,"oscillation_self_loop,plan_compliance,repeated_view",11,0.014004,unresolved,"oscillation_self_loop,plan_compliance,repeated_view",11,0.014004,unresolved,"oscillation_self_loop,plan_compliance",11,0.013256
sympy__sympy-13852,unresolved,"dwell_V,oscillation_self_loop,repeated_view",32,0.068725,unresolved,"dwell_V,oscillation_self_loop,repeated_view",32,0.068725,unresolved,,12,0.014297
sympy__sympy-13877,unresolved,,9,0.011557,unresolved,,9,0.011557,unresolved,,8,0.009981
sympy__sympy-13878,resolved,oscillation_self_loop,42,0.098761,unresolved,oscillation_self_loop,42,0.098761,unresolved,,20,0.029982
sympy__sympy-13974,unresolved,,10,0.011093,unresolved,,10,0.011093,unresolved,,19,0.030877
sympy__sympy-14248,unresolved,"oscillation_self_loop,repeated_view",35,0.061530,unresolved,"oscillation_self_loop,repeated_view",35,0.061530,unresolved,dwell_L_navigate,25,0.042083
sympy__sympy-14531,resolved,,18,0.027197,resolved,,18,0.027197,resolved,,28,0.030904
sympy__sympy-14711,unresolved,"oscillation_self_loop,plan_compliance",8,0.004755,resolved,"oscillation_self_loop,plan_compliance",8,0.004755,resolved,,11,0.006899
sympy__sympy-14976,unresolved,,12,0.011774,unresolved,,12,0.011774,unresolved,dwell_L_navigate,60,0.169172
sympy__sympy-15017,unresolved,repeated_view,15,0.015141,unresolved,repeated_view,15,0.015141,unresolved,"oscillation_self_loop,plan_compliance",7,0.006381
sympy__sympy-15345,unresolved,oscillation_self_loop,39,0.056969,unresolved,oscillation_self_loop,39,0.056969,unresolved,,20,0.026196
sympy__sympy-15349,unresolved,,15,0.012088,unresolved,,15,0.012088,unresolved,oscillation_self_loop,15,0.008954
sympy__sympy-15599,unresolved,oscillation_self_loop,7,0.004903,unresolved,oscillation_self_loop,7,0.004903,unresolved,,7,0.005244
sympy__sympy-15809,unresolved,,14,0.013854,unresolved,,14,0.013854,unresolved,"dwell_L_navigate,oscillation_self_loop",16,0.022900
sympy__sympy-15875,resolved,"oscillation_self_loop,plan_compliance",8,0.006546,unresolved,"oscillation_self_loop,plan_compliance",8,0.006546,unresolved,,13,0.014364
sympy__sympy-15976,unresolved,,12,0.011857,unresolved,,12,0.011857,unresolved,"oscillation_self_loop,repeated_view",14,0.013040
sympy__sympy-16450,resolved,dwell_L_navigate,22,0.032436,resolved,dwell_L_navigate,22,0.032436,resolved,,17,0.016812
sympy__sympy-16597,unresolved,"oscillation_self_loop,plan_compliance",8,0.009253,unresolved,"oscillation_self_loop,plan_compliance",8,0.009253,unresolved,oscillation_self_loop,13,0.015078
sympy__sympy-16766,resolved,,13,0.015304,resolved,,13,0.015304,resolved,,12,0.014297
sympy__sympy-16792,unresolved,repeated_view,43,0.096844,unresolved,repeated_view,43,0.096844,unresolved,"dwell_L_navigate,repeated_view",76,0.253141
sympy__sympy-16886,resolved,"oscillation_self_loop,plan_compliance",12,0.009482,resolved,"oscillation_self_loop,plan_compliance",12,0.009482,resolved,oscillation_self_loop,11,0.008602
sympy__sympy-17139,resolved,plan_compliance,13,0.015516,resolved,plan_compliance,13,0.015516,resolved,,12,0.012744
sympy__sympy-17318,unresolved,"dwell_L_navigate,oscillation_self_loop,repeated_view",21,0.020095,unresolved,"dwell_L_navigate,oscillation_self_loop,repeated_view",21,0.020095,unresolved,"oscillation_self_loop,plan_compliance",6,0.003858
sympy__sympy-17630,unresolved,,22,0.027028,unresolved,,22,0.027028,unresolved,repeated_view,14,0.019498
sympy__sympy-17655,resolved,,13,0.017923,resolved,,13,0.017923,resolved,,19,0.026301
sympy__sympy-18189,unresolved,"oscillation_self_loop,plan_compliance",10,0.014463,resolved,"oscillation_self_loop,plan_compliance",10,0.014463,unresolved,oscillation_self_loop,10,0.012229
sympy__sympy-18199,unresolved,"oscillation_self_loop,plan_compliance",8,0.006886,unresolved,"oscillation_self_loop,plan_compliance",8,0.006886,unresolved,plan_compliance,10,0.007235
sympy__sympy-18211,unresolved,plan_compliance,13,0.015291,unresolved,plan_compliance,13,0.015291,unresolved,oscillation_self_loop,13,0.015569
sympy__sympy-18698,unresolved,repeated_view,35,0.073509,unresolved,repeated_view,35,0.073509,unresolved,"plan_compliance,repeated_view",44,0.148749
sympy__sympy-18763,unresolved,,16,0.019892,resolved,,16,0.019892,unresolved,"oscillation_self_loop,plan_compliance",12,0.018058
sympy__sympy-19040,unresolved,dwell_L_navigate,27,0.038507,unresolved,dwell_L_navigate,27,0.038507,unresolved,"dwell_L_navigate,repeated_view",36,0.099572
sympy__sympy-19346,resolved,,15,0.017251,resolved,,15,0.017251,resolved,oscillation_self_loop,10,0.010222
sympy__sympy-19495,unresolved,,15,0.018129,unresolved,,15,0.018129,unresolved,"oscillation_self_loop,plan_compliance",7,0.006452
sympy__sympy-19637,resolved,,12,0.009250,resolved,,12,0.009250,resolved,oscillation_self_loop,10,0.003732
sympy__sympy-19783,unresolved,dwell_L_navigate,19,0.022544,unresolved,dwell_L_navigate,19,0.022544,unresolved,oscillation_self_loop,21,0.026925
sympy__sympy-19954,resolved,oscillation_self_loop,11,0.013421,resolved,oscillation_self_loop,11,0.013421,resolved,,9,0.010706
sympy__sympy-20154,unresolved,oscillation_self_loop,7,0.005257,resolved,oscillation_self_loop,7,0.005257,unresolved,plan_compliance,12,0.009798
sympy__sympy-20428,unresolved,,14,0.021429,unresolved,,14,0.021429,unresolved,"dwell_L_navigate,plan_compliance",19,0.035510
sympy__sympy-20438,unresolved,dwell_L_navigate,16,0.026395,unresolved,dwell_L_navigate,16,0.026395,unresolved,,15,0.022317
sympy__sympy-20590,unresolved,repeated_view,27,0.048703,unresolved,repeated_view,27,0.048703,unresolved,,22,0.041499
sympy__sympy-20801,unresolved,dwell_L_navigate,17,0.030855,unresolved,dwell_L_navigate,17,0.030855,unresolved,dwell_L_navigate,17,0.037086
sympy__sympy-20916,unresolved,"oscillation_self_loop,repeated_view",38,0.096442,unresolved,"oscillation_self_loop,repeated_view",38,0.096442,unresolved,"oscillation_self_loop,plan_compliance",10,0.011549
sympy__sympy-21379,unresolved,,22,0.039433,unresolved,,22,0.039433,unresolved,,32,0.069848
sympy__sympy-21596,unresolved,dwell_L_navigate,30,0.086223,unresolved,dwell_L_navigate,30,0.086223,unresolved,dwell_L_navigate,21,0.025776
sympy__sympy-21612,unresolved,oscillation_self_loop,26,0.058129,unresolved,oscillation_self_loop,26,0.058129,unresolved,repeated_view,48,0.224249
sympy__sympy-21847,resolved,dwell_L_navigate,22,0.031259,resolved,dwell_L_navigate,22,0.031259,unresolved,oscillation_self_loop,12,0.012234
